frame,global_rmsd,core_rmsd
1321,8.732,2.622
1322,8.655,2.549
1323,8.479,2.597
1324,8.961,2.599
1325,9.166,2.617
1326,9.086,2.582
1327,9.323,2.589
1328,9.088,2.646
1329,8.934,2.612
1330,8.937,2.561
1331,9.216,2.582
1332,9.227,2.541
1333,9.414,2.534
1334,9.283,2.535
1335,9.416,2.551
1336,9.478,2.553
1337,9.265,2.573
1338,9.409,2.649
1339,9.219,2.690
1340,9.015,2.438
1341,9.042,2.574
1342,9.051,2.532
1343,8.823,2.624
1344,8.967,2.646
1345,8.860,2.671
1346,8.624,2.629
1347,8.727,2.600
1348,8.782,2.597
1349,8.797,2.436
1350,9.034,2.458
1351,9.006,2.548
1352,8.917,2.555
1353,8.764,2.495
1354,8.719,2.525
